file,text,duration
/home/ndanh/STT_dataset/nghiem_thu_ytb_2022_02/split/-AtvzEuiNig/54.wav,scolari cúi gằm mặt trên băng ghế chỉ đạo marin thất thần trên khu vực khán đài vip scolari rời khỏi chiếc ghế nóng và marin rời ghế chủ tịch cbf hơn một năm sau cùng với loạt cáo buộc gian lận và tham nhũng,12.39
/home/ndanh/STT_dataset/nghiem_thu_ytb_2022_02/split/-AtvzEuiNig/55.wav,nhục nhã là cảm giác chẳng mấy dễ chịu nhưng nếu nhờ vậy mà nhìn thấy tia sáng cuối đường hầm có lẽ bản thân người brazil cũng tìm được chút khoái cảm le lói để rồi copa america hai nghìn mười chín là món quà đáp trả người hâm mộ tuyệt vời nhất từ các vũ công samba,14.341
/home/ndanh/STT_dataset/nghiem_thu_ytb_2022_02/split/-B_HN5DAhms/2.wav,nhưng nếu cách đây một thập kỳ trong suốt trưởng thành từ malmo mới hai chín tuổi độ tuổi chín mùi nhất sự nghiệp thì ngày nay anh được cho là một lão tướng vậy điều gì đã giúp movik sung mãn được giai đoạn gần tuổi tứ tuần như hiện tại câu trả lời sẽ có trong clip giải mã của ngày hôm này,15.751
/home/ndanh/STT_dataset/nghiem_thu_ytb_2022_02/split/-B_HN5DAhms/5.wav,the four four two tiết lộ bài phỏng vấn khi ivanovic miêu tả về lối chơi của mình khi tôi nhận bóng điều quan trọng nhất là không làm mất nó nếu chỉ có mình tôi phía trên tôi sẽ cố giữ bóng giữ thăng bằng và sử dụng phần lưng,11.6569375
/home/ndanh/STT_dataset/nghiem_thu_ytb_2022_02/split/-B_HN5DAhms/41.wav,đi kèm với kế hoạch tập luyện đương nhiên sẽ là chế độ dinh dưỡng nghiêm ngặt gã du mục châu âu này sinh ra làng chài rô sinh khác nên anh đặc biệt thích ăn cá cá chính là nguồn thực phẩm để nuôi dưỡng cơ thể của ngôi sao ac milan một điều khá tương đồng với cristiano ronaldo,14.595
/home/ndanh/STT_dataset/nghiem_thu_ytb_2022_02/split/-B_HN5DAhms/45.wav,ib rahimovic coi trọng việc ăn uống không kém chuyện tập luyện do đó anh cực kỳ khó tính trong vấn đề này một câu chuyện kể lại rằng ib rahimovic từng phàn nàn khẩu phần ăn của các cầu thủ tại fari xanh giác manh anh cho rằng chúng quá nhàm chán và kết quả,12.97
/home/ndanh/STT_dataset/nghiem_thu_ytb_2022_02/split/-B_HN5DAhms/51.wav,cuộc hành trình của ibra sẽ chưa dừng lại nhanh vừa đồng ý gắn bó tiếp tục với ac milan với ib rahimovic mọi thứ đơn giản là không có giới hạn,8.501
/home/ndanh/STT_dataset/nghiem_thu_ytb_2022_02/split/-N0Y5Wgfi9g/4.wav,khi các bạn không còn tin vào chính mình nữa và cần một lời gợi mở nó đó tôi sẽ là người gợi mở cho các bạn tối nay theo đội đột bịp tài xỉu và bàn thắng quan đến bởi những phút cuối hay không,11.700125
/home/ndanh/STT_dataset/nghiem_thu_ytb_2022_02/split/-YCrPPscTCM/6.wav,nếu để nói thì memphis deface là cái tên được nhắc đến đầu tiên là người nổi tiếng nhất trong giới cầu thủ được biết như một ca sĩ nhạc rap thành công nhất trên mạng xã hội,8.9070625
/home/ndanh/STT_dataset/nghiem_thu_ytb_2022_02/split/-YCrPPscTCM/7.wav,cũng trong năm này anh cùng với người đồng đội tuyển hà lan là cusiu phomat đã cho ra đời ca khúc thuộc thể loại nhạc rap mang tên la free style một chấm không nơi anh xuất hiện cùng với những phụ kiện như dây chuyền vàng,12.5588125
/home/ndanh/STT_dataset/nghiem_thu_ytb_2022_02/split/-YCrPPscTCM/12.wav,cũng là một trong những cái tên đình đám trong giới cầu thủ có sự nghiệp rap đáng nể vào năm hai nghìn mười tám đền thủ người ghana đã quyết định sống thật với bản thân khi bước chân vào hành trình trở thành người chơi hệ hiphop,10.186
/home/ndanh/STT_dataset/nghiem_thu_ytb_2022_02/split/-YCrPPscTCM/13.wav,dưới nghệ dành freeze hay còn có thể gọi là breeze tnt anh phát hành single đầu tay của mình tên là kings với nội dung thể hiện cuộc sống chất chơi không sợ mưa rơi chẳng khác nào như một ông hoàng của mình,12.395
/home/ndanh/STT_dataset/nghiem_thu_ytb_2022_02/split/-YCrPPscTCM/14.wav,em trai cùng cha khác mẹ của kevin nhà vô địch champions league cũng thường có ý định dấn thân vào thị trường rap với nghệ dành cv nhưng không mấy thành công,9.209
/home/ndanh/STT_dataset/nghiem_thu_ytb_2022_02/split/-YCrPPscTCM/17.wav,cuối năm hai nghìn lẻ sáu album dont trade đã được dempsey cho ra lò đây là sản phẩm âm nhạc của anh theo đánh giá của nhà sản xuất mike gh mc không phải là eminem nhưng anh ấy cũng xứng đáng được xem như là một ca sĩ nhạc rap,13.744
/home/ndanh/STT_dataset/nghiem_thu_ytb_2022_02/split/-YCrPPscTCM/18.wav,thủ quân mỹ lyn mc từng cho ra mắt album nhạc rap có tên là the gray duck năm hai nghìn mười bốn lyn damnsey đã giành khoảng thời gian trước world cup hai không mười bốn để thu âm mười ba ca khúc cho album này,11.86
/home/ndanh/STT_dataset/nghiem_thu_ytb_2022_02/split/-YCrPPscTCM/20.wav,tuy nhiên nếu phải kể đến cái tên nổi bật nhất trong làng chơi rap của giới túc cầu thì đó phải là hise rodigead tiền đạo một thời của real madrid không chỉ nổi loạn trên sân cỏ mà anh còn làm tốt việc ấy chứ những bar club nhún nhảy,11.442
/home/ndanh/STT_dataset/nghiem_thu_ytb_2022_02/split/-YCrPPscTCM/22.wav,sẽ không khó nếu bạn search cái tên này trên youtube và thấy những bài hát có lượt view cao đến ba mươi triệu đến với pattesain germain vào năm hai nghìn mười sáu ở tuổi hai mươi ba dc tưởng chừng sẽ còn cả tương lai rộng mở phía trước,11.745
/home/ndanh/STT_dataset/nghiem_thu_ytb_2022_02/split/-YCrPPscTCM/25.wav,kia aurauis tham gia show truyền hình thực tế định brothers thì bị loại ngay từ vòng đầu hành động chơi dơ này của jn đã nhận chỉ trích khá nhiều nhưng cũng vì thế mà có cơ số tình nguyện làm fan của anh,11.279
/home/ndanh/STT_dataset/nghiem_thu_ytb_2022_02/split/-YCrPPscTCM/29.wav,là vì anh cũng thói quen nghe một bài rap trước mỗi trận đấu để tạo động lực bài hit của rapper người nauy amala nya,7.698
/home/ndanh/STT_dataset/nghiem_thu_ytb_2022_02/split/-YCrPPscTCM/34.wav,khi vừa rời juventus để về lại old traford pogba đáp chuyến bay riêng xuống khu tập luyện carrington tiền vệ người pháp tạo nên cơn sốt trên mạng xã hội với hashtag pogback và mv ca nhạc hợp tác cùng rapper tom geez và adidas,13.605
/home/ndanh/STT_dataset/nghiem_thu_ytb_2022_02/split/-YCrPPscTCM/35.wav,chính chàng ca sĩ tom g này cũng từng bị tờ báo island sport hero nhầm anh với bạn hợp đồng mới của manchester united khi đó là romelu lukaku và để ảnh của rapper này trên trang bìa báo của họ,11.93
/home/ndanh/STT_dataset/nghiem_thu_ytb_2022_02/split/-YCrPPscTCM/38.wav,để chuyển động lực cho thế hệ trẻ rằng bạn luôn có thể làm những gì bạn thích lukaku từng tham gia và đọc thêm một bản rap mang tên là devil,8.163
/home/ndanh/STT_dataset/nghiem_thu_ytb_2022_02/split/-YCrPPscTCM/42.wav,mà ringuard thì đang giả vờ đấy chứ muốn ráp nhanh thì anh cũng chơi được,3.6980625
/home/ndanh/STT_dataset/nghiem_thu_ytb_2022_02/split/-YCrPPscTCM/44.wav,về khả năng nghệ thuật của mình từ rap nhanh rap chậm cho đến rep bên cạnh dj ryo luôn có thể bay tận nóc với tốc độ bắn ráp như bàn thờ và giọng nói mạnh mẽ không nhiều âm sắc,10.326
/home/ndanh/STT_dataset/nghiem_thu_ytb_2022_02/split/-YCrPPscTCM/45.wav,tấu hài như hai vị hậu bối vừa nêu ở phía trên,2.861
/home/ndanh/STT_dataset/nghiem_thu_ytb_2022_02/split/-YCrPPscTCM/54.wav,và dù có sub rõ ràng nhưng tiếc là nhiều người chẳng hiểu mô tê gì,3.768
/home/ndanh/STT_dataset/nghiem_thu_ytb_2022_02/split/-YCrPPscTCM/55.wav,còn ở dortmun luôn tỏ ra mình là cặp đôi hợp cả trên sân cỏ lẫn âm nhạc cả hai cùng xuất hiện trong mv được thực hiện bởi anh trai aoba,9.884
/home/ndanh/STT_dataset/nghiem_thu_ytb_2022_02/split/-YCrPPscTCM/58.wav,nhưng khả năng rap thì lại,1.512
/home/ndanh/STT_dataset/nghiem_thu_ytb_2022_02/split/0eo5iegy47M/2.wav,chủ tịch là rapotan trấn an người hâm mộ khi messi sắp ký hợp đồng với barcelona chơi hay tại euro hai nghìn hai mươi hậu vệ phải của asuzy sắp được thưởng lớn donnarumma tiết lộ thú vị về khoảnh khắc sút luân lưu florentino perez lộ thông tin nói xấu huyền thoại real madrid,14.6115625
/home/ndanh/STT_dataset/nghiem_thu_ytb_2022_02/split/0eo5iegy47M/3.wav,sancho hoàn thành kiểm tra y tế với manchester united người hâm mộ của câu lạc bộ barcelona vẫn đang sống trong những ngày thấp thỏm lo âu khi đội trưởng và linh hồn của họ là leonel messi vẫn chưa công bố gia hạn hợp đồng với đội bóng chủ sân camp nou,12.3615
/home/ndanh/STT_dataset/nghiem_thu_ytb_2022_02/split/0eo5iegy47M/4.wav,những thông tin về việc fyoga còn đang liên hệ với patteson geirman càng khiến cho các kule lo lắng hơn như vậy để trấn an dư luận chính chủ tịch hoala porta của đội bóng đã lên tiếng trên sóng truyền hình tây ban nha ông đã nói rằng mọi thương thảo với leonel messi vẫn đang tiến triển rất tốt,14.8060625
/home/ndanh/STT_dataset/nghiem_thu_ytb_2022_02/split/0eo5iegy47M/6.wav,avenida lourenco đã có một kỳ euro hai nghìn hai mươi đáng nhớ khi anh thi đấu phần lớn thời gian trong đội hình tiến đến chức vô địch của sulli trở lại câu lạc bộ đi norwich xác được đội bóng chủ quản là napoli thưởng nóng,12.02825
/home/ndanh/STT_dataset/nghiem_thu_ytb_2022_02/split/0eo5iegy47M/8.wav,a di ronald koeman được coi là người hùng của đội tuyển ý khi cản phá thành công hai quả luân lưu ở trận chung kết để giúp azzurri lên ngôi vô địch tại euro hai nghìn hai mươi thế nhưng trong khoảnh khắc mà anh cản phá thành công quả đá quyết định của osaka,12.834
/home/ndanh/STT_dataset/nghiem_thu_ytb_2022_02/split/0eo5iegy47M/19.wav,thủ thành thomas weekly của serbia đã chuyển tới olympia course chơi bóng theo một bản hợp đồng chuyển nhượng tự do chính vì thế thủ thành số một của đội bóng hy lạp là chu shisha đã trở thành tân binh của wolf ruban chisua cũng dứt áo ra đi để tới vespa roma,14.112
/home/ndanh/STT_dataset/nghiem_thu_ytb_2022_02/split/0eo5iegy47M/20.wav,và cuối cùng đội bóng thủ đô nước ý chia tay với người gác đền của họ mùa giải vừa rồi là polo lopez người sẽ chuyển tới olympic marseille,6.861
/home/ndanh/STT_dataset/nghiem_thu_ytb_2022_02/split/0eo5iegy47M/24.wav,danny storits đang ở trong những năm tháng đen tối nhất của sự nghiệp cầu thủ từ khi rời liverpool tiền đạo từng có vinh dự khoác áo tam sư đã phải phiêu bạt sang westborn bởi mới nhất là câu lạc bộ sport thổ nhĩ kỳ,12.362
/home/ndanh/STT_dataset/nghiem_thu_ytb_2022_02/split/0eo5iegy47M/31.wav,mức giá mà aletico madrid phải trả rơi vào khoảng bă mươi lăm triệu euro trả lời họp báo sau khi công bố chính thức với tân vương của la liga depour đã chia sẻ tôi rất vui khi được gắn bó cùng với tân vương của la liga được làm việc dưới quyền chỉ đạo của luyện viên yoshimori mone,14.0
/home/ndanh/STT_dataset/nghiem_thu_ytb_2022_02/split/0eo5iegy47M/39.wav,ac milan đang hoạt động rất tích cực ở phiên chợ hè năm nay tân binh tiếp theo mà rossanary sắp đưa về san siro nhiều khả năng là nikolaus classic tiền vệ tấn công rất sáng giá của bóng đá croatia cầu thủ hai mươi ba tuổi đã chơi cho câu lạc bộ hàng đầu nước nga là matxcơva được ba mùa giải,15.056
/home/ndanh/STT_dataset/nghiem_thu_ytb_2022_02/split/0eo5iegy47M/42.wav,các nguồn tin ở italia cho biết thương vụ này sắp sửa được hoàn tất trước đó ac milan đã chiêu mộ thành công olympia schools từ chelsea và mua đứt san joe jonas từ bretia họ cũng chuẩn bị đón hậu vệ cánh từ ascona,12.778
/home/ndanh/STT_dataset/nghiem_thu_ytb_2022_02/split/0mYKc5Jb3DU/1.wav,ngay trong trận ra quân viettel đã gặp phải một thử thách quá khó nhằn là busan huyndai clb đang dẫn đầu tại k league từng hai lần vô địch afc champion league đồng thời cũng là nhà đương kim vô địch cúp cm châu á đại diện của bóng đá việt nam được đánh giá là lép vế hoàn toàn,13.9375625
/home/ndanh/STT_dataset/nghiem_thu_ytb_2022_02/split/0mYKc5Jb3DU/4.wav,viettel chơi kín kẽ tập trung và an toàn và diều đó đã khiến kế hoạch dồn quân lên để tấn công áp đảo từ sớm của đội bóng k league phá sản,7.22925
/home/ndanh/STT_dataset/nghiem_thu_ytb_2022_02/split/0mYKc5Jb3DU/6.wav,nhưng trước một đối thủ mạnh hơn và giàu kinh nghiệm hơn viettel cũng chỉ đứng vững được đến phút bù giờ thứ nhất từ quả phạt góc ul sehuoyn bật cao đánh đầu trái bóng từ từ lăn một cách nhẹ nhàng vào vành lưới của nguyên mạnh trong sự ngỡ ngàng của người hâm mộ bóng đá việt nam,13.5625625
/home/ndanh/STT_dataset/nghiem_thu_ytb_2022_02/split/0mYKc5Jb3DU/18.wav,hai cầu thủ vào sân thay người là tiến anh và minh tuấn đã cùng nhau ấn định chiến thắng giòn rã năm không cho viettel theo thống kê của báo bóng đá hậu duệ thầy công đã trở thành đội bóng vleague có chiến thắng đậm nhất trong lịch sử của afc champion league,12.562
/home/ndanh/STT_dataset/nghiem_thu_ytb_2022_02/split/0mYKc5Jb3DU/20.wav,chiến thắng đậm đà năm không trước kaye fc đã làm cho người hâm mộ bóng đá việt nam cảm thấy kì vọng vào viettel đối đầu với bangkok united đội bóng vừa nhận thất bại không hai trước ulsang huyndai tinh thần của các cầu thủ áo lính ở trong trạng thái phấn chấn và hứng khởi,14.292
/home/ndanh/STT_dataset/nghiem_thu_ytb_2022_02/split/0mYKc5Jb3DU/25.wav,hậu quả là nguyên mạnh đã phải vào lưới nhặt bóng lần thứ hai sau cú sút xa ở phút tám mươi tư của charwat meratat đây là một trận đấu mà panthum đã tận dụng tốt lợi thế sân nhà còn viettel đã chơi không tốt dù đương kim vô địch thai league không tung ra đội hình mạnh nhất,13.479
/home/ndanh/STT_dataset/nghiem_thu_ytb_2022_02/split/0mYKc5Jb3DU/29.wav,sang tới hiệp hai hàng phòng ngự viettel dần đổ vỡ khi lần lượt charwot unet diago lois santo ghi ba bàn thắng để giúp panthum lội ngược dòng và dành thắng lợi ba một,10.333
/home/ndanh/STT_dataset/nghiem_thu_ytb_2022_02/split/0mYKc5Jb3DU/30.wav,tới trận đấu áp chót gặp ulsang huyndai đội bóng áo lính tổn thất lực lượng nặng nề khi sáu trụ cột quế ngọc hải nguyên mạnh tiến dũng trọng hoàng hoàng đức kaike đều không thể đá chính vì những lí do như thẻ phạt và chấn thương,11.854
/home/ndanh/STT_dataset/nghiem_thu_ytb_2022_02/split/0mYKc5Jb3DU/31.wav,trước một viettel đầy chắp vá đoàn quân của huấn luyện viên myong bo không gặp khó khăn trong việc chơi áp đảo dù bị ép sân nhưng đội bóng áo lính vẫn cố gắng chống đỡ những đợt hám thành liên tục của ulsang,10.312
/home/ndanh/STT_dataset/nghiem_thu_ytb_2022_02/split/0mYKc5Jb3DU/34.wav,dù đã tung ra tới ba mươi cú sút gấp mười lần so với tổng mười lần cú sút dứt điểm của keya fc nhưng viettel chỉ dành được một chiến thắng với tỉ số tối thiểu đó là còn chưa kể đại diện của philippines phải thi đấu trong tình cảnh thiếu hai người trong bốn mươi phút cuối cùng của trận đấu,13.271
/home/ndanh/STT_dataset/nghiem_thu_ytb_2022_02/split/0mYKc5Jb3DU/35.wav,afc champions league vẫn là một giải đấu tương đối quá sức đối với các câu lạc bộ vleague và viettel cũng phải một ngoại lệ song cũng phải thừa nhận rằng chưa có trận đấu nào huấn luyện viên kayde có trong tay lực lượng mạnh nhất,10.875
/home/ndanh/STT_dataset/nghiem_thu_ytb_2022_02/split/-KpMLCQ--c8/3.wav,xin chào quý vị và các bạn chúng ta đang cùng nhau theo dõi bản tin thể thao việt nam của bóng đã tivi và thể thao tv,6.2916875
/home/ndanh/STT_dataset/nghiem_thu_ytb_2022_02/split/-KpMLCQ--c8/4.wav,mơ được bản tin xin mời quý vị cùng đến với những chuyển động của bóng đá việt nam như đã biết thì dù đội tuyển quốc gia vẫn chưa có thể chốt được kế hoạch tập trung tập luyện cũng như là thi đấu vì dịch covid mười chín nhưng huấn luận viên park hangseo và các cộng sự đã tận dụng quãng thời gian này,13.958375
/home/ndanh/STT_dataset/nghiem_thu_ytb_2022_02/split/-KpMLCQ--c8/17.wav,trong khi đó trên xuất danh tiếng người malaysia no shiranai delta ha đã chính thức đầu quân cho panthum united,6.75
/home/ndanh/STT_dataset/nghiem_thu_ytb_2022_02/split/-KpMLCQ--c8/20.wav,với talaha rắc rối đã tạm được giải quyết và anh vẫn chờ đợi để được thi đấu khi thái league trở lại không may mắn như người đồng nghiệp afiq yunos đã trở thành cái tên đầu tiên mất hợp đồng vì dịch covid mười chín tại giải đấu cao nhất xứ chùa vàng,13.1659375
/home/ndanh/STT_dataset/nghiem_thu_ytb_2022_02/split/-KpMLCQ--c8/21.wav,lý do đến từ mục đích cắt giảm tài chính cho câu lạc bộ mà ngôi sao bóng đá singapore đang khoác áo dưới dạng cho mượn câu lạc bộ trap như vậy afiq yunos bị thanh lý hợp đồng mới chỉ sau hai tháng ra nhập từ huawei united,11.896
/home/ndanh/STT_dataset/nghiem_thu_ytb_2022_02/split/-KpMLCQ--c8/29.wav,trong bối cảnh thời gian thi đấu của vleague hai nghìn không trăm hai mươi bị rút ngắn huấn luyện viên trong hang seo young của bộ thành phố hồ chí minh đã đưa ra gợi ý với việc điều chỉnh thể thức thi đấu sang phương án đá playoff,10.396
/home/ndanh/STT_dataset/nghiem_thu_ytb_2022_02/split/-KpMLCQ--c8/31.wav,bảy đội nửa trên sẽ thi đấu tranh chức vô địch bởi đôi nữa dưới sẽ thi đấu tránh xuống hạng theo thể thức vòng tròn một lượt đây là thể thức thi đấu được áp dụng cho nhiều giải vô địch quốc gia trên thế giới trong đó có hàn quốc cộng hòa séc hay giải vô địch quốc gia scotland,13.291
/home/ndanh/STT_dataset/nghiem_thu_ytb_2022_02/split/-KpMLCQ--c8/33.wav,bởi vậy có thể nói là chưa bao giờ cánh cửa lên chơi tại giả nhất lại rộng ở đây bệnh với các đội bóng giàu tham vọng,5.562
/home/ndanh/STT_dataset/nghiem_thu_ytb_2022_02/split/-KpMLCQ--c8/60.wav,chúng tôi không biết vleague đi làm sẽ trở lại tôi thì tự tập luyện cho cách của mình thôi mỗi ngày trôi qua lúc này không có gì khác biệt chúng tôi thức dậy ăn sáng xem tivi ăn trưa rồi tụ tập chơi game cứ lặp lại như vậy không có gì đặc biệt cả,14.146
/home/ndanh/STT_dataset/nghiem_thu_ytb_2022_02/split/-KpMLCQ--c8/68.wav,diễn biến phức tạp của đại dịch covid mười chín khiến giải cờ vua quốc tế hdbank mà việt nam đăng cai dự kiến vào tháng ba tại thành phố hồ chí minh cũng phải đẩy lùi vào tháng chín các kỳ thủ hàng đầu việt nam như lê quang liên hai nguyễn ngọc trường sơn cũng rơi vào thế bị động,14.312
/home/ndanh/STT_dataset/nghiem_thu_ytb_2022_02/split/-KpMLCQ--c8/71.wav,và ngoài ra thì các sự kiện thể thao quốc tế như ngoại hạng anh uefa champions league europa league và các trận đấu tiếp theo của đội tuyển quốc gia việt nam tại vòng loại world cup hai nghìn không trăm hai mươi hai tất cả sẽ có trên ứng dụng on me,11.458
/home/ndanh/STT_dataset/nghiem_thu_ytb_2022_02/split/-_4MopFGmN4/23.wav,sau khi lệnh hết cách ly thì toản nghĩ điều đầu tiên toản làm là nên đi cắt tóc vì tóc toản đang rất là dài rồi và chắc để một thời gian nữa sợ mọc che cả mắt,14.512
/home/ndanh/STT_dataset/nghiem_thu_ytb_2022_02/split/-_4MopFGmN4/28.wav,sau khi hết cách ly thì việc đầu tiên dũng làm sẽ là kiểm tra sức khỏe bản thân của mình sau đó mình trở lại đội bóng và chuẩn bị cho cái chu kỳ tập luyện mới sau quãng thời gian dài vừa qua mình về nghỉ ngơi để chữa trị theo vương nghĩ thì dịch thì,14.293
/home/ndanh/STT_dataset/nghiem_thu_ytb_2022_02/split/-_4MopFGmN4/59.wav,và cái cuối cùng nữa là mọi người chuẩn bị cho việc là một cái màn hình chúng ta sẽ cài hai ứng dụng về cho việc đó là ứng dụng zwift và cũng như là ứng dụng companion việt đang đứng ở,13.439
/home/ndanh/STT_dataset/nghiem_thu_ytb_2022_02/split/-_4MopFGmN4/60.wav,điểm chờ,0.805
/home/ndanh/STT_dataset/nghiem_thu_ytb_2022_02/split/-_4MopFGmN4/67.wav,và trước khi khép lại bản tin chúng tôi xin lưu ý với quý vị khán giả là bắt đầu từ ngày hai mươi lăm tháng tư bóng đá tivi sẽ gửi tới quý vị và các bạn là chương trình vleague flashback chúng ta sẽ cùng nhau nhìn lại những trận cầu lịch sử tại vleague với những khách mời là cựu cầu thủ bình luận viên nhà và nhà báo nổi tiếng,15.195
/home/ndanh/STT_dataset/nghiem_thu_ytb_2022_02/split/0oyWsIO7Hek/8.wav,đây thì thì thì người ta cũng cũng cũng rất đầu tư và bóng đá cũng mình không nói trước điều gì cả tưởng nhưng trong thời gian vừa rồi thì đội đạt thành tích như thế thì tôi nghĩ cũng là một cái phần thưởng,13.16825
/home/ndanh/STT_dataset/nghiem_thu_ytb_2022_02/split/4HDXmU_33xM/1.wav,đối thủ đi con hình như con sót một đòn,2.1025625
/home/ndanh/STT_dataset/nghiem_thu_ytb_2022_02/split/4HDXmU_33xM/2.wav,h bảy h bảy thua luôn h bảy thua luôn h bảy chiếu đúng không,4.8461875
/home/ndanh/STT_dataset/nghiem_thu_ytb_2022_02/split/4HDXmU_33xM/6.wav,đi trên đường thì nhìn thấy những cái biển chẳng hạn như cầm đồ này thì nó cứ đọc hay là kính mắt thì nó cứ đọc thôi ờ thế là nó biết đọc,8.205
/home/ndanh/STT_dataset/nghiem_thu_ytb_2022_02/split/4HDXmU_33xM/22.wav,gây gò,0.897
/home/ndanh/STT_dataset/nghiem_thu_ytb_2022_02/split/4HDXmU_33xM/26.wav,có một ván chín con thua thì con không đáng thua nhưng mà bạn đấy con cứ tưởng cờ mình thắng rồi con đánh giá sai cái đoạn đấy bạn đúng xử lý cũng khá tốt,11.642
/home/ndanh/STT_dataset/nghiem_thu_ytb_2022_02/split/4HDXmU_33xM/31.wav,cái ván đấu đó thì bị thua thì thua ôn nó cũng là những bài học rất là lớn,3.949
/home/ndanh/STT_dataset/nghiem_thu_ytb_2022_02/split/4HDXmU_33xM/33.wav,là sau khi đi học thì duy có hai ba tháng thôi mới vào chân ướt chân ráo nhưng mà mình thấy cái sự say mê của cháu và cái tiềm năng đấy thì mình sẽ đề xuất với thầy minh ngay về một cái bản hợp đồng là mình bảo là em thấy ở ấn độ người ta có rất nhiều những đại kiện tướng trẻ,14.462
/home/ndanh/STT_dataset/nghiem_thu_ytb_2022_02/split/4HDXmU_33xM/38.wav,thì khi mà xem thì cháu đi thì cái nước đỏ chẳng hạn như cái nước đỏ mình nếu không tốt thì rất là lo lắng hồi hộp xem trực tiếp nó rất là thú vị,10.564
/home/ndanh/STT_dataset/nghiem_thu_ytb_2022_02/split/4HDXmU_33xM/49.wav,thì cái lối chơi của bạn là trở nên vô cùng đa dạng và bạn đường lần lượt vẫn vượt qua tất cả những cái đối thủ bằng tuổi rồi hơn tuổi để mà khẳng định cái đó cái lối chơi của duy thì tôi nghĩ là lối chơi,13.205
